tesisat_no_id,il,ilce,load_profile_date,outlier_kolon,outlier_deger,p99_esik,p01_esik
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-10 10:00:00,l1,38.2,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-10 10:15:00,l1,30.75,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-10 10:30:00,l1,34.8,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-10 10:45:00,l1,34.01,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-10 11:15:00,l1,38.65,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-10 11:00:00,l1,33.21,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-10 11:30:00,l1,39.55,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-10 11:45:00,l1,39.98,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-10 12:00:00,l1,39.12,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-10 12:15:00,l1,35.59,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-10 12:30:00,l1,35.05,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-10 12:45:00,l1,36.71,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-10 13:00:00,l1,46.06,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-10 13:15:00,l1,35.7,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-10 13:30:00,l1,38.57,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-10 13:45:00,l1,34.14,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-10 14:00:00,l1,40.76,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-10 14:15:00,l1,43.05,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-10 14:30:00,l1,37.84,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-10 14:45:00,l1,38.24,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-10 15:15:00,l1,30.0,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-10 15:00:00,l1,27.72,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-10 15:45:00,l1,34.47,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-10 15:30:00,l1,38.12,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-10 16:00:00,l1,42.13,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-10 16:15:00,l1,35.44,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-10 16:30:00,l1,35.95,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-10 16:45:00,l1,40.35,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-10 17:00:00,l1,34.09,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-11 12:15:00,l1,27.73,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-11 12:45:00,l1,27.85,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-11 12:30:00,l1,28.13,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-11 13:15:00,l1,37.18,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-11 13:00:00,l1,28.11,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-11 13:45:00,l1,33.73,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-11 13:30:00,l1,33.84,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-11 14:00:00,l1,41.85,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-11 14:15:00,l1,41.19,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-11 14:30:00,l1,56.11,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-11 14:45:00,l1,46.67,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-11 15:00:00,l1,53.94,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-11 15:15:00,l1,47.17,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-11 15:30:00,l1,57.1,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-11 15:45:00,l1,43.49,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-11 16:00:00,l1,50.86,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-11 16:15:00,l1,54.15,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-11 16:45:00,l1,54.38,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-11 16:30:00,l1,48.3,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-11 17:00:00,l1,31.81,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-11 17:15:00,l1,30.67,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-12 11:15:00,l1,28.26,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-12 11:45:00,l1,32.96,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-12 11:30:00,l1,36.7,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-12 12:15:00,l1,36.26,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-12 12:45:00,l1,30.89,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-12 13:45:00,l1,36.09,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-12 14:00:00,l1,42.67,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-12 14:15:00,l1,37.98,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-12 14:30:00,l1,40.1,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-12 14:45:00,l1,41.56,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-12 15:15:00,l1,40.01,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-12 15:00:00,l1,52.8,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-12 15:45:00,l1,40.99,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-12 15:30:00,l1,48.49,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-12 16:15:00,l1,40.12,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-12 16:00:00,l1,47.12,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-12 16:45:00,l1,45.5,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-12 16:30:00,l1,50.73,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-15 13:15:00,l1,28.67,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-15 13:30:00,l1,32.55,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-15 13:45:00,l1,35.82,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-15 14:00:00,l1,30.89,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-15 14:15:00,l1,31.42,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-15 14:45:00,l1,33.84,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-15 14:30:00,l1,32.8,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-15 15:00:00,l1,30.91,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-15 15:15:00,l1,36.38,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-15 15:30:00,l1,36.53,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-15 15:45:00,l1,35.03,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-15 16:00:00,l1,30.99,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-15 16:15:00,l1,31.32,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-15 16:30:00,l1,31.88,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-16 13:15:00,l1,33.71,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-16 13:45:00,l1,31.98,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-16 13:30:00,l1,31.93,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-16 14:00:00,l1,34.81,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-16 14:15:00,l1,34.06,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-16 14:45:00,l1,33.72,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-16 14:30:00,l1,33.91,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-16 15:00:00,l1,31.94,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-16 15:15:00,l1,33.83,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-16 15:45:00,l1,33.2,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-16 15:30:00,l1,33.73,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-16 16:15:00,l1,38.98,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-16 16:00:00,l1,33.91,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-16 16:30:00,l1,35.55,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-16 16:45:00,l1,34.32,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-16 17:00:00,l1,31.56,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-17 13:00:00,l1,30.79,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-17 13:15:00,l1,34.59,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-17 13:30:00,l1,33.91,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-17 13:45:00,l1,33.9,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-17 14:00:00,l1,34.33,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-17 14:15:00,l1,28.14,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-17 14:45:00,l1,28.5,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-17 14:30:00,l1,28.93,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-17 15:00:00,l1,27.61,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-17 15:15:00,l1,27.77,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-17 15:30:00,l1,29.06,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-17 15:45:00,l1,29.05,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-17 16:00:00,l1,28.98,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-17 16:15:00,l1,32.76,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-17 16:45:00,l1,30.21,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-17 16:30:00,l1,33.09,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-17 17:00:00,l1,27.64,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-22 13:30:00,l1,30.52,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-25 14:15:00,l1,28.84,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-25 15:15:00,l1,29.04,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-25 15:45:00,l1,27.93,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-25 15:30:00,l1,27.75,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-25 16:00:00,l1,29.19,27.5652,0.0
7c69a45825ae4dd68cfa3550f4ea7190,ÇORUM,Sungurlu,2025-09-25 16:45:00,l1,27.78,27.5652,0.0
a895b42f51f545468fb948b6c3890a44,ÇORUM,Sungurlu,2025-08-09 08:45:00,l1,29.69,27.5652,0.0
a895b42f51f545468fb948b6c3890a44,ÇORUM,Sungurlu,2025-08-18 12:30:00,l1,28.0,27.5652,0.0
a895b42f51f545468fb948b6c3890a44,ÇORUM,Sungurlu,2025-08-20 15:53:00,l1,32.67,27.5652,0.0
b8c723ae247d4579809fddf0dd3fde83,ÇORUM,Sungurlu,2025-08-07 10:30:00,l1,29.98,27.5652,0.0
b8c723ae247d4579809fddf0dd3fde83,ÇORUM,Sungurlu,2025-09-24 18:00:00,l1,43.01,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-01 00:00:00,l1,27.72,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-01 00:15:00,l1,27.79,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-01 01:45:00,l1,27.73,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-01 02:15:00,l1,27.66,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-01 02:30:00,l1,27.61,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-01 02:45:00,l1,27.65,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-01 03:00:00,l1,27.75,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-01 03:15:00,l1,27.63,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-01 03:30:00,l1,27.58,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-01 03:45:00,l1,27.58,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-01 05:15:00,l1,27.75,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-01 05:30:00,l1,27.6,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-01 05:45:00,l1,27.65,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-01 06:00:00,l1,27.74,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-01 06:15:00,l1,27.65,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-01 06:30:00,l1,27.65,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-01 06:45:00,l1,27.75,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-01 07:00:00,l1,27.66,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-01 07:15:00,l1,27.61,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-01 08:45:00,l1,27.83,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-01 09:00:00,l1,27.62,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-01 09:15:00,l1,27.9,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-01 09:30:00,l1,28.0,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-01 09:45:00,l1,28.26,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-01 10:00:00,l1,28.18,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-01 10:15:00,l1,28.12,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-01 10:30:00,l1,28.39,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-01 10:45:00,l1,28.08,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-01 11:00:00,l1,28.38,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-01 11:15:00,l1,28.09,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-01 12:30:00,l1,28.67,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-01 12:45:00,l1,28.32,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-01 13:00:00,l1,28.25,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-01 13:15:00,l1,28.21,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-01 13:30:00,l1,27.96,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-01 13:45:00,l1,28.09,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-01 14:00:00,l1,28.02,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-01 14:15:00,l1,27.93,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-01 14:30:00,l1,27.89,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-01 14:45:00,l1,28.04,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-01 15:00:00,l1,27.96,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-01 15:15:00,l1,27.9,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-01 16:30:00,l1,28.19,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-01 16:45:00,l1,27.78,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-01 17:15:00,l1,27.78,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-01 17:30:00,l1,27.7,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-01 17:45:00,l1,27.65,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-01 18:00:00,l1,27.79,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-01 18:15:00,l1,27.69,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-01 18:30:00,l1,27.64,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-01 19:45:00,l1,27.96,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-01 20:00:00,l1,28.18,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-01 20:15:00,l1,27.9,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-01 20:30:00,l1,27.83,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-01 20:45:00,l1,27.89,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-01 21:00:00,l1,27.85,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-01 21:15:00,l1,27.87,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-01 21:30:00,l1,27.81,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-01 21:45:00,l1,27.76,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-01 23:15:00,l1,27.99,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-01 23:30:00,l1,27.9,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-01 23:45:00,l1,27.94,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-02 00:00:00,l1,27.66,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-02 00:15:00,l1,27.71,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-02 00:30:00,l1,27.81,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-02 00:45:00,l1,27.95,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-02 01:00:00,l1,27.73,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-02 02:45:00,l1,27.8,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-02 03:00:00,l1,27.71,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-02 03:15:00,l1,27.76,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-02 03:30:00,l1,27.74,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-02 03:45:00,l1,27.81,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-02 04:00:00,l1,27.74,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-02 05:45:00,l1,27.75,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-02 06:15:00,l1,28.65,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-02 06:30:00,l1,27.69,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-02 07:00:00,l1,27.78,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-02 08:45:00,l1,27.84,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-03 11:15:00,l1,28.35,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-03 11:30:00,l1,27.91,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-03 11:45:00,l1,28.02,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-03 12:00:00,l1,28.18,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-03 12:15:00,l1,28.04,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-03 12:30:00,l1,28.12,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-03 12:45:00,l1,27.88,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-03 13:00:00,l1,27.97,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-03 13:15:00,l1,27.87,27.5652,0.0
2689353f48c14a4f8abc9705bed4edf2,ORDU,Fatsa,2025-08-03 13:30:00,l1,28.27,27.5652,0.0
